



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
7065980;"Iglesia Cristiana Evangélica de Chamartín";"";"";"";" Metro: Colombia (líneas 8 y 9)   Bus: 7, 11, 40, 52, 87 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=474204a5d0260410VgnVCM2000000c205a0aRCRD";"VÍCTOR DE LA SERNA";"CALLE";"V";"58-60";"";"";"";"";"MADRID";"MADRID";"28016";"HISPANOAMERICA";"CHAMARTIN";"443144";"4478991";"40.45776241085655";"-3.671869586880974";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7063730;"Iglesia Cristiana Evangélica en Hortaleza (Eben Ezer)";"";"";"";" Metro: Parque de Santa María (línea 4)  Bus: 9, 107 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=924b7b05a8350410VgnVCM2000000c205a0aRCRD";"SANTA VIRGILIA";"CALLE";"V";"5";"";"";"";"POSTERIOR";"MADRID";"MADRID";"28033";"PINAR DEL REY";"HORTALEZA";"445550";"4481223";"40.47803083728167";"-3.6436863685291523";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064620;"Iglesia Cristiana Hosanna";"";"";"";" Metro: Vista Alegre (línea 5)    Bus: 55  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=149a5bddd0950410VgnVCM1000000b205a0aRCRD";"ALFARO";"CALLE";"V";"34-36";"";"";"";"";"MADRID";"MADRID";"28025";"VISTA ALEGRE";"CARABANCHEL";"437558";"4471523";"40.39008603694386";"-3.737012505590283";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064624;"Iglesia Cristiana Reformada";"";"";"";" Metro: Barrio de la Concepción (línea 7)    Bus: 21, 48, 53, 122, 146 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5cc5bddd0950410VgnVCM1000000b205a0aRCRD";"CESAR GONZÁLEZ RUANO";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28027";"SAN PASCUAL";"CIUDAD LINEAL";"444714";"4476994";"40.439878546069856";"-3.6531796217016983";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064802;"Iglesia Cristiana Shalom Adonai";"";"";"";" Metro: Barrio del Pilar (línea 9)    Bus: 49, 83, 128, 132, 134, 137, 147 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=98296bbcdbc50410VgnVCM1000000b205a0aRCRD";"MONDARIZ";"PLAZA";"V";"10";"";"";"";"Local 5";"MADRID";"MADRID";"28029";"EL PILAR";"FUENCARRAL-EL PARDO";"440350";"4481270";"40.478096305847544";"-3.7050349888320526";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065928;"Iglesia Cristiana Verbo";"";"";"";" Metro:  Torre Arias (línea 5)  Bus:  28, 48, 140, 153 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=003ff181df160410VgnVCM2000000c205a0aRCRD";"CIRCE";"CALLE";"V";"32";"";"";"";"";"MADRID";"MADRID";"28022";"ROSAS";"SAN BLAS-CANILLEJAS";"448487";"4475300";"40.42486074067447";"-3.608556691010076";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064883;"Iglesia Cuerpo de Cristo, Don Pedro";"";"";"";" Metro: La Latina (línea 5)   Bus: 3, 17, 18, 23, 31, 35, 50, 60, 65, 148  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a8319bd56dc50410VgnVCM2000000c205a0aRCRD";"DON PEDRO";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439635";"4473899";"40.41164356061595";"-3.7127680071804763";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064876;"Iglesia Cuerpo de Cristo, General Ricardos";"";"";"";" Metro: Oporto (líneas 5 y 6), Vista Alegre (línea 5)  Bus: 34, 35, 247  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=335d9bd56dc50410VgnVCM2000000c205a0aRCRD";"GENERAL RICARDOS";"CALLE";"V";"188";"";"";"";"";"MADRID";"MADRID";"28025";"VISTA ALEGRE";"CARABANCHEL";"437694";"4471104";"40.38632169648766";"-3.7353691693981794";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064897;"Iglesia de Cristo IEE";"";"";"";" Metro: Cuatro Caminos (líneas 6, 2 y 1)    Bus:,3, 37, 45, 66, 124, 128, 149  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=03479bd56dc50410VgnVCM2000000c205a0aRCRD";"BRAVO MURILLO";"CALLE";"V";"85";"";"";"";"";"MADRID";"MADRID";"28003";"VALLEHERMOSO";"CHAMBERI";"440389";"4477588";"40.4449301823601";"-3.7042284365191245";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064917;"Iglesia de Cristo - Madrid";"";"";"";" Metro: Alvarado (línea 1)   Bus: 3, 43, 64, 66, 124, 128 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4fb3b607bec50410VgnVCM2000000c205a0aRCRD";"TERUEL";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28020";"CUATRO CAMINOS";"TETUAN";"440663";"4478307";"40.45142687862351";"-3.7010649675352028";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064921;"Iglesia de Dios (Verbo de Dios)";"";"";"";" Bus: 130  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=646b0ac0dfc50410VgnVCM2000000c205a0aRCRD";"PUERTO DE POZAZAL";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28031";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"446593";"4470283";"40.37954477665532";"-3.6304610133031003";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064962;"Iglesia de Filadelfia Orcasur";"";"";"";" Bus: 76, 78, 116 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6b760ac0dfc50410VgnVCM2000000c205a0aRCRD";"ALBU&Ntilde;UELAS";"CALLE";"V";"4";"4ª";"";"";"";"MADRID";"MADRID";"28041";"ORCASUR";"USERA";"440648";"4468833";"40.3660794472724";"-3.7003447903871853";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
3740;"Iglesia de Jesús";"";"";"";" Metro: Puerta de Toledo, Latina (línea 5)  Bus: 3, 17, 18, 23, 35, 60, 148 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=04750a47f441f010VgnVCM2000000c205a0aRCRD";"CALATRAVA";"CALLE";"NUM";"25";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439691";"4473630";"40.40922435030059";"-3.7120824876404446";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
147971;"Iglesia de la Cienciología";"";"";"";" Metro: Sevilla (línea 2).  Bus: 5, 9, 15, 20, 51, 52, 53, 150, M1   ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0606ac2e6481c010VgnVCM1000000b205a0aRCRD";"SANTA CATALINA";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28014";"CORTES";"CENTRO";"440912";"4474310";"40.41544685773238";"-3.6977564880686664";"912 092 170";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065029;"Iglesia de Los Elegidos de Dios";"";"";"";" Metro: Abrantes (línea 11)    Bus: 47, 108, 116 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fdea3ddd32d50410VgnVCM2000000c205a0aRCRD";"FARO";"CALLE";"V";"8";"";"";"";"Local 4, Posterior";"MADRID";"MADRID";"28025";"ABRANTES";"CARABANCHEL";"438444";"4470529";"40.38119767358174";"-3.7264778892367456";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065000;"Iglesia de los Hermanos en La Vaguada";"";"";"";" Bus: 83 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3c33c91fc0d50410VgnVCM2000000c205a0aRCRD";"PUERTO DE MASPALOMAS";"CALLE";"V";"22";"";"";"";"Posterior";"MADRID";"MADRID";"28029";"EL PILAR";"FUENCARRAL-EL PARDO";"439606";"4481394";"40.4791594681295";"-3.7138237216851797";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7063734;"Iglesia Dios es Amor - Unión Cristiana";"";"";"";" Metro: Pueblo Nuevo (líneas 5 y 7)  Bus: 146, 48, 109, 113, 38 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dd257b05a8350410VgnVCM2000000c205a0aRCRD";"PRUDENCIO ALVARO";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28027";"QUINTANA";"CIUDAD LINEAL";"445468";"4476813";"40.43829788787747";"-3.644274105325617";"915 098 974";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
18306;"Iglesia Ejército de Salvación, Hermosilla";"";"";"";" Metro: Manuel Becerra (líneas, 2 y 6), O'Donnell (línea 6)  Bus: 2, 12, 30, 56, 71, 106, 143, 156,   C1 ,  C2  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8d9f6f065851c010VgnVCM2000000c205a0aRCRD";"HERMOSILLA";"CALLE";"V";"126";"";"";"";"";"MADRID";"MADRID";"28028";"FUENTE DEL BERRO";"SALAMANCA";"443457";"4475402";"40.42545230198005";"-3.6678581814924507";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065093;"Iglesia El Buen Pastor de Madrid";"";"";"";" Bus: 141  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d373ddd32d50410VgnVCM2000000c205a0aRCRD";"VALDERRIBAS";"CAMINO";"V";"96";"";"";"";"Nave";"MADRID";"MADRID";"28038";"NUMANCIA";"PUENTE DE VALLECAS";"444054";"4472446";"40.398863439810455";"-3.660560405682932";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065383;"Iglesia Emanuel (U.C.E) Orcasitas (Orcasur)";"";"";"";" Bus: 81, 121 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2b96691af6d50410VgnVCM2000000c205a0aRCRD";"ORCASUR";"AVENIDA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28041";"ORCASUR";"USERA";"440633";"4469310";"40.37038446580724";"-3.70056603706231";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065435;"Iglesia Española Reformada Episcopal";"";"";"";"";" Metro: Alonso Martínez (líneas 4,5 y 10), Tribunal (líneas 1 y 10)   Bus: 3, 21, 37  ";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=37d53bf7d7d50410VgnVCM2000000c205a0aRCRD";"BENEFICENCIA";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"440843";"4475522";"40.42635120982088";"-3.698682579292043";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065052;"Iglesia Evangelio Cuadrangular Vida Nueva Usera";"";"";"";" Metro: Usera (línea 6)   Bus: 6, 23, 47, 78, 247 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db313ddd32d50410VgnVCM2000000c205a0aRCRD";"MONEDEROS";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28026";"MOSCARDO";"USERA";"440561";"4471223";"40.387603572276106";"-3.7016044995191493";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065521;"Iglesia Evangélica Adulam de Madrid";"";"";"";" Metro: Opañel (línea 6)    Bus: 108 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b4806f2d39d50410VgnVCM2000000c205a0aRCRD";"OPORTO";"AVENIDA";"V";"36";"";"";"";"local 7";"MADRID";"MADRID";"28019";"OPAÑEL";"CARABANCHEL";"438636";"4471089";"40.38625661088609";"-3.724270168693263";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065547;"Iglesia Evangélica Casa de Oración";"";"";"";" Bus: 24, 57, 136, 144  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=75ab8fd21ad50410VgnVCM2000000c205a0aRCRD";"FELIPE DE DIEGO";"CALLE";"V";"3";"";"";"";"Bloque A, posterior";"MADRID";"MADRID";"28018";"PALOMERAS BAJAS";"PUENTE DE VALLECAS";"443829";"4470295";"40.379470784588214";"-3.663021565402853";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065462;"Iglesia Evangélica Casa de Oración de Madrid";"";"";"";" Metro: Diego de León (líneas 4, 5, 6)   Bus: 1, 43, 74 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=644198d978d50410VgnVCM2000000c205a0aRCRD";"LONDRES";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28028";"GUINDALERA";"SALAMANCA";"443327";"4476070";"40.43146112930494";"-3.6694502641980313";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065574;"Iglesia Evangélica China Española";"";"";"";" Metro: Alvarado (línea 1)   Bus: 3, 64, 66, 124, 128 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5ff28fd21ad50410VgnVCM2000000c205a0aRCRD";"CAROLINAS";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28039";"BELLAS VISTAS";"TETUAN";"440338";"4478289";"40.451241419899205";"-3.704895759227494";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7063679;"Iglesia Evangélica Cristo Vive";"";"";"";" Bus: 77, 140 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2224216f16350410VgnVCM2000000c205a0aRCRD";"TALIA";"CALLE";"V";"32";"";"";"";"";"MADRID";"MADRID";"28022";"CANILLEJAS";"SAN BLAS-CANILLEJAS";"448023";"4477807";"40.447416389559166";"-3.6142317394076233";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065594;"Iglesia Evangélica de Hermanos El Shadday";"";"";"";" Bus: 44, 127  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=352afe5dfad50410VgnVCM2000000c205a0aRCRD";"MARIA PEDRAZA";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28039";"BELLAS VISTAS";"TETUAN";"439958";"4478525";"40.453349071696216";"-3.7093874627751746";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065498;"Iglesia Evangélica de Hermanos Resurrección y Vida";"";"";"";" Metro: Suanzes (línea 5)  Bus: 77, 104 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=adc86f2d39d50410VgnVCM2000000c205a0aRCRD";"PAQUITIN";"PASAJE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28037";"SIMANCAS";"SAN BLAS-CANILLEJAS";"447125";"4477042";"40.44047708954077";"-3.624757012519105";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065598;"Iglesia Evangélica del Nazareno";"";"";"";" Bus: 118, 247 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ef5dfe5dfad50410VgnVCM2000000c205a0aRCRD";"PELICANO";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28025";"ABRANTES";"CARABANCHEL";"438293";"4470807";"40.383690841533735";"-3.728283631976347";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065706;"Iglesia Evangélica Eben Ezer Dios es amor";"";"";"";" Metro: Nueva Numancia (línea 1)  Bus: 54, 57, 58, 136 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=61a794d12cd50410VgnVCM2000000c205a0aRCRD";"ALBUFERA";"AVENIDA";"V";"46";"";"";"";"";"MADRID";"MADRID";"28038";"SAN DIEGO";"PUENTE DE VALLECAS";"443607";"4472171";"40.396355872399226";"-3.6658030852598196";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7063733;"Iglesia Evangélica Encuetro con Dios";"";"";"";" Metro: Vinateros (línea 9)  Bus: 30, 32, 113  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f0fe7b05a8350410VgnVCM2000000c205a0aRCRD";"JOSE DEL PRADO Y PALACIO";"CALLE";"V";"1";"";"";"";"Local 4";"MADRID";"MADRID";"28030";"MEDIA LEGUA";"MORATALAZ";"444628";"4473673";"40.40995541329681";"-3.653903803273293";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
3741;"Iglesia Evangélica Española El Salvador";"";"";"";" Metro: Noviciado, San Bernardo (línea 2)  Bus: 3, 147 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5b850a47f441f010VgnVCM2000000c205a0aRCRD";"NOVICIADO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28015";"UNIVERSIDAD";"CENTRO";"440042";"4475442";"40.4255730852911";"-3.7081171132637802";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065792;"Iglesia Evangélica Fuente de la Vida";"";"";"";" Metro: Portazgo (línea 1)  Bus: 10 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e9e95ac33d160410VgnVCM2000000c205a0aRCRD";"SIERRA CARBONERA";"CALLE";"V";"31";"";"";"";"";"MADRID";"MADRID";"28053";"PALOMERAS BAJAS";"PUENTE DE VALLECAS";"443758";"4471713";"40.39224017330228";"-3.663983360780897";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7063724;"Iglesia Evangélica Nueva Vida";"";"";"";" Metro: Ciudad Lineal (línea 5)  Bus: 4, 38, 48, 70, 105 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4996e44317350410VgnVCM2000000c205a0aRCRD";"ARGOS";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28037";"SIMANCAS";"SAN BLAS-CANILLEJAS";"446258";"4476638";"40.436772923362945";"-3.634945071142653";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064948;"Iglesia Evangélica Pentecostal Amistad Cristiana";"";"";"";" Metro: Canal (línea 7), Quevedo (2)  Bus: 2 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64f10ac0dfc50410VgnVCM2000000c205a0aRCRD";"VALLEHERMOSO";"CALLE";"V";"70";"";"";"";"";"MADRID";"MADRID";"28015";"ARAPILES";"CHAMBERI";"440038";"4476739";"40.437256742788904";"-3.708286842692643";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
18304;"Iglesia Evangélica Pentecostal Bethel";"";"";"";"Bus: 116";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a2cf6f065851c010VgnVCM2000000c205a0aRCRD";"FERNANDO DIAZ DE MENDOZA";"CALLE";"NUM";"3";"";"";"";"";"MADRID";"MADRID";"28019";"COMILLAS";"CARABANCHEL";"439597";"4471969";"40.39425444284573";"-3.7130323684423163";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7063715;"Iglesia Evangélica Pentecostal Salem";"";"";"";"";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6fb1e44317350410VgnVCM2000000c205a0aRCRD";"VICENTE BAENA";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28035";"PEÑA GRANDE";"FUENCARRAL-EL PARDO";"438331";"4481637";"40.48125461331151";"-3.7288886524078313";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065603;"Iglesia Evangélica Pueblo Nuevo";"";"";"";" Metro: Vicálvaro (línea 9)   Bus: 4, 100, 106 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d6adfe5dfad50410VgnVCM2000000c205a0aRCRD";"VILLACARLOS";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28032";"CASCO H.VICALVARO";"VICALVARO";"448670";"4473203";"40.405980938654075";"-3.6062299408865495";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065794;"Iglesia Filadelfia del Centro Cielos Abiertos";"";"";"";" Metro: La Latina (línea 5)   Bus: 17, 18, 23, 35 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ac0a5ac33d160410VgnVCM2000000c205a0aRCRD";"RODRIGO DE GUEVARA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28005";"EMBAJADORES";"CENTRO";"439958";"4473637";"40.409306745878865";"-3.708936586322557";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065841;"Iglesia Internacional Alianza de Amor";"";"";"";" Bus: 116 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3f915ac33d160410VgnVCM2000000c205a0aRCRD";"ANTONIO GONZALEZ PORRAS";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28019";"OPAÑEL";"CARABANCHEL";"439184";"4471574";"40.39066598347717";"-3.7178606509833854";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065849;"Iglesia Misionera Asamblea Cristiana";"";"";"";" Metro: Ascao (línea 7)  Bus: 28, 109  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c7045ac33d160410VgnVCM2000000c205a0aRCRD";"GUTIERRE DE CETINA";"CALLE";"V";"117";"";"";"";"";"MADRID";"MADRID";"28017";"PUEBLO NUEVO";"CIUDAD LINEAL";"445897";"4475603";"40.42742560200107";"-3.6391129316254176";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065892;"Iglesia Resurrección IEE";"";"";"";" Bus: 4, 38, 153  ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=306150adce160410VgnVCM2000000c205a0aRCRD";"BUTRON";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28022";"ROSAS";"SAN BLAS-CANILLEJAS";"448487";"4475300";"40.42486074067447";"-3.608556691010076";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065908;"Iglesia Servidores de Vida";"";"";"";" Metro: Vista Alegre (línea 5)   Bus:  34, 35 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=95f550adce160410VgnVCM2000000c205a0aRCRD";"CASTROJERIZ";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28025";"VISTA ALEGRE";"CARABANCHEL";"437386";"4471211";"40.3872624683693";"-3.7390081955917442";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
